Azure SQL DatabaseにPIIを含む機密データが保存されている。ユーザーはデータベースをクエリできる必要があるが、許可されていないユーザーは機密情報を閲覧できないようにする必要がある。どの機能の組み合わせが最適か。|Row-Level Security と Dynamic Data Masking|Always Encrypted と Azure AD 認証|Transparent Data Encryption と Backup Encryption|SQL Audit と Threat Detection|||||A|Row-Level Securityはユーザーごとにアクセスできる行を制御できる。Dynamic Data Maskingは機密列をマスク表示することで、ユーザーがクエリを実行できてもPIIを閲覧できないようにする。この組み合わせにより、クエリ機能を維持しながら機密データ保護を実現できる。|Original Question|Azure::SQLDatabase Azure::Security Azure::RowLevelSecurity Azure::DynamicDataMasking DataProtection
Azure SQL Database を利用する Web アプリケーションで、リージョン障害時に高可用性・自動フェイルオーバー・最小データ損失を実現するマルチリージョン構成を設計する必要があります。どのソリューションを採用すべきですか？|手動フェイルオーバーによるアクティブジオレプリケーション|異なるリージョンのセカンダリデータベースを持つ Auto Failover Group|Elastic Pools による負荷分散|読み取り専用の Geo Replication による Read Scale-Out|||||B|Auto Failover Group は Azure SQL Database のマルチリージョン災害対策機能であり、リージョン障害が発生した場合に自動フェイルオーバーを実行できる。DNS エンドポイントにより接続先が自動的に切り替わり、管理と監視も Azure Monitor と統合される。A は手動フェイルオーバーで自動化要件を満たさない。C はリソース共有によるコスト最適化機能であり高可用性機能ではない。D は読み取りスケールのための機能であり書き込みワークロードのフェイルオーバーには対応していない。|Azure SQL Database 高可用性|Azure::SQLDatabase Azure::AutoFailoverGroup Cloud::HighAvailability Cloud::DisasterRecovery
マルチテナントアプリケーションで30個のAzure SQL Database（各25GB）を使用する。テナントごとにパフォーマンス要件が異なり、99.95%の可用性、スケーラビリティ、データベース間のリソース共有によるコスト最適化が必要である。最適な構成はどれか？|プロビジョニングされた階層のAzure SQL Databaseを30個作成する|パフォーマンス階層が異なる30のAzure SQL Databaseを含むElastic Pool|自動スケーリング付きAzure VM上で30のSQL Serverを実行する|30データベースを1つのAzure SQL Managed Instanceでホストする|||||B|Elastic Poolは複数のAzure SQL DatabaseでCPUやメモリなどのリソースを共有できる仕組みであり、ワークロードが異なる多数のデータベースを持つマルチテナント環境に最適である。需要に応じてリソースが動的に配分されるためコスト効率が高い。Aは各DBに個別リソースが必要となりコスト効率が悪い。CはVM管理が必要で運用負荷が高い。DのManaged InstanceはElastic Poolのような柔軟なリソース共有に適していない。|Azure SQL Database マルチテナント設計|Azure::SQLDatabase Azure::ElasticPool Cloud::Architecture::MultiTenant Cloud::Scalability Database::Relational
Azure Entra ID と統合された10個のWebアプリがある。ユーザーは複数チーム間で頻繁にプロジェクトを移動するため、現在のプロジェクトに基づいてアプリケーションアクセスを管理する必要がある。どのソリューションを使用するべきか？|Azure AD 条件付きアクセス|Azure AD Identity Protection|Azure AD Identity Governance|Microsoft Defender for Identity|||||C|Azure Entra ID Identity Governance は Entitlement Management（アクセスパッケージ）や Access Reviews を提供し、ユーザーの役割やプロジェクトに基づいてリソースへのアクセスを動的に管理できる。プロジェクト変更時のアクセス付与や削除を自動化できるため、頻繁に役割が変わる環境に最適。Aはログイン条件の制御、Bはリスク検出、Dは脅威検出のための機能でありアクセスライフサイクル管理には適していない。|Azure Identity and Access Management|Azure::EntraID Azure::IdentityGovernance Security::IAM Cloud::AccessManagement
Azure 仮想マシンと関連リソース（ディスク、NIC、パブリックIPなど）を、異なるリージョンのリソースグループへ移行する必要がある。移行中も構成や依存関係を維持する必要がある。この目的に最適なサービスはどれか？|Azure Resource Mover|Azure Site Recovery|Azure Migrate|Azure Backup|||||A|Azure Resource Mover は Azure リソースをリージョン間またはリソースグループ間で移動するための専用サービスであり、VM・ディスク・NIC・Public IP などの依存関係を自動検出して一括移行できる。Site Recovery は災害復旧用レプリケーション、Azure Migrate はオンプレミスから Azure への移行支援、Azure Backup はバックアップサービスでありリソース移行には適さない。|Azure Resource Management|Azure::ResourceMover Azure::VirtualMachines Cloud::Migration Cloud::Infrastructure
Azure Service Bus を使用する高スループットメッセージ処理システムで、特定のグループ内のメッセージ順序を厳密に維持しつつ、異なるグループは並列処理したい。また処理失敗時にメッセージを再試行できる必要がある。この要件を満たす Service Bus 機能はどれか？|メッセージセッション|重複検出|スケジュールされたメッセージ|オートフォワーディング|||||A|Service Bus のメッセージセッションは Session ID によって関連メッセージをグループ化し、同一セッション内のメッセージ順序を保証する。また異なるセッションは並列処理できるため高スループットを実現できる。さらにメッセージロックと再試行メカニズムにより処理失敗時でもメッセージが失われない。重複検出は重複防止、スケジュールメッセージは遅延送信、オートフォワーディングはメッセージ転送機能であり順序管理には関係しない。|Azure Service Bus Messaging|Azure::ServiceBus Azure::ServiceBus::Sessions Cloud::Messaging Cloud::EventDrivenArchitecture
Azure Entra ID で保護されたリソースへのアクセスを管理する。信頼できる場所からのみ機密データにアクセス可能にし、内部ネットワーク外からのアクセスには MFA を要求する。またユーザーの行動やリスク評価に基づいて動的に適応するポリシーが必要である。どの条件を設定するべきか？|立地条件付きおよびリスクベースの条件付きアクセスポリシー|ネットワークセキュリティグループ(NSG)によるIPホワイトリスト|ユーザーリスクおよび位置情報条件を含むIdentity Protectionポリシー|Azure Firewallのルールとアプリケーションレベルフィルタリング|||||A|Azure Entra ID の条件付きアクセスは、ユーザーの場所（Location）、デバイス、リスクレベルなどの条件に基づいてアクセス制御を行う仕組みであり、信頼できる場所からのアクセスを許可し、外部からのアクセスには MFA を要求することができる。Identity Protection と連携することでリスクベースのポリシーも適用できる。NSG や Azure Firewall はネットワークレベル制御のみで、ユーザー認証や MFA を適用できない。Identity Protection 単体はリスク検出でありアクセス制御ではない。|Azure Conditional Access|Azure::EntraID Azure::ConditionalAccess Security::IAM Security::MFA Security::ZeroTrust
Azure Functions が複数の Azure リソースへ安全にアクセスする必要がある。機密データを扱うためセキュリティとコンプライアンスを満たしつつ、認証情報管理のオーバーヘッドを最小限にしたい。どの認証方式を採用すべきか？|Azure AD と条件付きアクセスポリシー|RBAC を使用した Azure Managed Identity|カスタム認証サーバーを使用した OAuth 2.0|API Management のサブスクリプションキーとクライアント証明書|||||B|Azure Managed Identity は Azure リソースに対するサービスプリンシパルを自動的に提供し、認証情報をコードに保存する必要がない。Azure が資格情報の管理とローテーションを自動化するため、セキュリティと管理性が向上する。RBAC を使用することで最小権限アクセスを実装できる。A は主にユーザー認証、C は管理オーバーヘッドが大きい、D はキー管理が必要になる。|Azure Identity Management|Azure::ManagedIdentity Azure::RBAC Azure::Functions Security::IAM Cloud::Serverless
金融アプリケーションで顧客データを扱うAzureソリューションを設計する。保存データは顧客管理キーで暗号化し、複数リージョンから低遅延アクセスでき、自動フェイルオーバーによりサービス継続性を確保する必要がある。この要件を満たすサービスはどれか？|顧客管理キー付き Azure Blob Storage|Active Geo-Replication 付き Azure SQL Database|マルチリージョン書き込みと自動フェイルオーバーを持つ Azure Cosmos DB|顧客管理キー付き Azure Data Lake Storage|||||C|Azure Cosmos DB はグローバル分散データベースであり、複数リージョンへのレプリケーション、マルチリージョン書き込み、低遅延アクセス、自動フェイルオーバーを提供する。さらに Azure Key Vault と連携することで顧客管理キーによる暗号化も可能である。Blob Storage や Data Lake は主にストレージ用途でありグローバル分散データベース機能がない。Azure SQL Database は Geo-Replication を提供するが Cosmos DB のようなマルチリージョン書き込みとグローバル低遅延アクセスには最適ではない。|Azure Global Distributed Database|Azure::CosmosDB Azure::KeyVault Cloud::HighAvailability Cloud::MultiRegion Cloud::DistributedDatabase
トラフィックの多い Web アプリケーションのために Azure 仮想マシンをデプロイしている。トラフィック需要に応じてダウンタイムを最小限に抑えながら VM を自動的にスケーリングする必要がある。どの設定を行うべきか？|CPU とメモリ使用率に基づく自動スケーリング|カスタムスクリプトによる手動スケーリング|予約済みインスタンスの使用|Azure Monitor のアラート通知のみ|||||A|Azure の Autoscale 機能を使用すると、CPU やメモリ使用率などのメトリックに基づいて VM を自動的にスケールアウトおよびスケールインできる。これによりトラフィックの増減に応じてリソースを自動調整でき、可用性を維持しながらコスト最適化も可能になる。手動スクリプトは自動化に適さず、予約インスタンスは割引モデルでありスケーリング機能ではない。Azure Monitor のアラートだけでは自動スケーリングは実行されない。|Azure Virtual Machine Autoscaling|Azure::VirtualMachines Azure::VMScaleSets Cloud::Autoscaling Cloud::Scalability
Azure 環境で複数の管理グループ、サブスクリプション、リソースグループを持つ多国籍企業が、組織全体にコンプライアンスポリシーを適用しつつ新しいサブスクリプションにも自動継承させたい。最も適切なポリシー管理の適用レベルはどれか？|Root Management Group|Child Management Group|Subscription|Resource Group|||||A|Root Management Group は Azure 階層の最上位に位置し、このレベルで適用された Azure Policy はすべての管理グループ、サブスクリプション、リソースグループに自動継承される。これにより組織全体で一貫したガバナンスとコンプライアンス管理を実現できる。子管理グループやサブスクリプション、リソースグループでは適用範囲が限定される。|Azure Governance|Azure::ManagementGroups Azure::Policy Cloud::Governance Cloud::Hierarchy
Azure Blob Storage に保存された機密データを保存時および転送中に暗号化する必要がある。さらに暗号化キーを安全に管理したい。どの追加構成を使用するべきか？|キーを Azure Key Vault に保存し、Managed Identity を使用してアクセスする|Azure Active Directory によるユーザーベース暗号化管理|ストレージアカウント内でキーを自動ローテーション|PowerShell で手動暗号化してからアップロード|||||A|Azure Key Vault は暗号化キーやシークレットを安全に保存・管理するための専用サービスである。Blob Storage の Customer Managed Key を Key Vault に保存し、Managed Identity を使用して安全にアクセスすることで、資格情報をコードに保存せずに安全なキー管理を実現できる。Azure AD は認証サービスでありキー管理機能はなく、キー回転だけでは安全な保管を保証できない。手動暗号化は管理負担が大きい。|Azure Storage Security|Azure::BlobStorage Azure::KeyVault Azure::ManagedIdentity Security::Encryption Security::KeyManagement
Azure Blob Storage に保存された機密データに対して包括的なデータ保護戦略を実装したい。保存時および転送時の暗号化と、不正アクセスを防ぐための厳格なアクセス制御を実現するために使用すべき2つの方法はどれか？|顧客管理キーを使用した Storage Service Encryption (SSE)|Azure Private Link によるプライベートエンドポイントアクセス|Azure Data Lake Storage Gen2 を使用する|共有アクセス署名 (SAS) を設定する|||||A B|Customer Managed Key を使用した Storage Service Encryption は Blob Storage の保存データを暗号化し、Key Vault によって暗号鍵管理を実現する。Azure Private Link を使用するとストレージアカウントへのアクセスをプライベートネットワーク経由に限定でき、パブリックインターネットからのアクセスを防止できる。Data Lake Gen2 は主に分析用途であり、SAS はアクセス制御の補助機能で包括的な保護にはならない。|Azure Storage Security|Azure::BlobStorage Azure::PrivateLink Azure::KeyVault Security::Encryption Security::NetworkSecurity
オンプレミスの SQL Server データベース DB1 と DB2 を Azure に移行する。両方のデータベース間でサーバー側トランザクションを実行でき、管理オーバーヘッドを最小限に抑えつつ高可用性とスケーラビリティを提供するソリューションはどれか？|分散トランザクションコーディネーターを使用した別々の Azure SQL Managed Instance|クロスデータベーストランザクションを有効にした Elastic Pool 内の Azure SQL Database|同じサーバー上の Azure SQL Database（DBレベルセキュリティ）|Azure VM 上の SQL Server インスタンス|||||B|Azure SQL Database Elastic Pool は複数のデータベースが共有リソースを利用できる PaaS ソリューションであり、管理オーバーヘッドを最小限に抑えながら高可用性とスケーラビリティを提供する。DB1 と DB2 を同一サーバー内の Elastic Pool に配置することでクロスデータベーストランザクションが可能になる。Managed Instance を分離すると DTC が必要になり複雑化し、VM 上の SQL Server は管理負荷が大きい。|Azure Database Migration|Azure::SQLDatabase Azure::ElasticPool Database::Transactions Cloud::HighAvailability
オンプレミスの SQL Server データベース DB1 と DB2 を Azure SQL に移行する。両方のデータベース間でサーバー側トランザクションをサポートしつつ、管理オーバーヘッドを最小限にしたい。最適な Azure ソリューションはどれか？|同じ Azure SQL Managed Instance 上の 2 つのデータベース|Elastic Pool 内の 2 つの Azure SQL Database|異なるサーバーでリンクサーバーを使用する Azure SQL Database|Azure VM 上の同一 SQL Server インスタンス|||||A|Azure SQL Managed Instance は SQL Server と高い互換性を持つ PaaS サービスであり、同一インスタンス内の複数データベース間でサーバー側トランザクションや分散トランザクションをサポートする。さらにバックアップ、パッチ適用、高可用性管理が Azure によって自動化されるため管理オーバーヘッドを最小化できる。Elastic Pool やリンクサーバーでは同等の互換性がなく、VM 上の SQL Server は管理負荷が大きい。|Azure SQL Migration|Azure::SQLManagedInstance Database::Transactions Cloud::DatabaseMigration Cloud::PaaS
オンプレミスの MySQL データベースを Azure Database for MySQL Flexible Server に移行する予定である。データセンター障害が発生してもデータベースが引き続き利用可能である必要がある。どのコンピューティング層を選択すべきか？|一般目的|メモリ最適化|バースタブル|高性能|||||A|Azure Database for MySQL Flexible Server の General Purpose 層は CPU・メモリ・I/O のバランスが取れた標準的なコンピューティング層であり、高可用性構成（ゾーン冗長）をサポートする。Burstable は低コスト用途向けで本番ワークロードには不向きであり、Memory Optimized はメモリ集約型ワークロード向けで過剰構成となる可能性がある。|Azure Database Migration|Azure::MySQLFlexibleServer Database::HighAvailability Cloud::AzureDatabase
オンプレミスのファイルサーバーから Azure Blob Storage へ 5TB の非構造化データを Azure Data Factory を使用して移行する。最小限のダウンタイムとデータ整合性を確保するためにどの対策を実施すべきか？|Azure Data Factory Integration Runtime をインストールする|高可用性構成で Self-hosted Integration Runtime を設定する|オフライン転送に Azure Data Box を使用する|Azure File Sync を有効化する|||||B|Azure Data Factory でオンプレミスデータを Azure に移行する場合は Self-hosted Integration Runtime が必要になる。さらに高可用性構成で複数ノードを設定することで、長時間の大容量データ転送中でも障害時に処理を継続できる。Data Box はオフライン転送用、Azure File Sync は Azure Files 同期用であり Blob Storage への移行には適していない。|Azure Data Factory Migration|Azure::DataFactory Azure::IntegrationRuntime Azure::BlobStorage Cloud::DataMigration
Azure 上でホストされるアプリケーションが 100MB〜10GB の動画ファイルを保存する必要がある。最適な読み取り性能を提供しつつストレージコストを最小化するために推奨されるストレージサービスはどれか？|Azure Files|Azure Blob Storage|Azure SQL Database|Azure Data Lake Storage Gen2|||||B|Azure Blob Storage は動画や画像などの非構造化データを大量に保存するために設計されたオブジェクトストレージであり、高い読み取り性能とスケーラビリティを提供する。Hot・Cool・Archive などのストレージ階層によりコスト最適化も可能である。Azure Files はファイル共有用途、SQL Database は構造化データ用、Data Lake Storage は分析用途である。|Azure Storage|Azure::BlobStorage Storage::ObjectStorage Cloud::ScalableStorage
オンプレミスのアプリケーションが複数の SQL Server データベースに対して完全修飾名（Server.Database.Schema.Table）を使用してアクセスしている。Azure へ移行後もクロスデータベースクエリ機能を維持する必要がある。どの Azure サービスに移行すべきか？（2つ選択）|Azure SQL Managed Instance|Azure Database for PostgreSQL|SQL Server on Azure Virtual Machines|Azure Cosmos DB|||||A C|Azure SQL Managed Instance と SQL Server on Azure Virtual Machines は SQL Server と高い互換性を持ち、同一インスタンス内でのクロスデータベースクエリをサポートする。これにより既存アプリケーションの完全修飾名を使用したクエリをそのまま利用できる。PostgreSQL や Cosmos DB は SQL Server 互換性がなく、アプリケーションの大幅な変更が必要になる。|Azure Database Migration|Azure::SQLManagedInstance Azure::SQLServerVM Database::CrossDatabaseQuery Cloud::DatabaseMigration
異なるリージョンにある 2 つの Azure VNet のリソース間で安全な通信を実現し、最小限の遅延を確保する必要がある。どの構成を使用すべきか？|グローバル VNet ピアリング|プライベートエンドポイント付き VNet ピアリング|VPN ゲートウェイによる VNet-to-VNet 接続|Azure Virtual WAN と Transit Gateway|||||A|Global VNet Peering は Azure バックボーンネットワークを利用して異なるリージョンの VNet を直接接続できる。パブリックインターネットを経由せず、ゲートウェイも不要なため低遅延で安全な通信が可能になる。VPN Gateway は暗号化トンネルによる遅延があり、Private Endpoint は Azure サービス接続用であり VNet 間接続ではない。|Azure Networking|Azure::VirtualNetwork Azure::VNetPeering Network::LowLatency Cloud::Networking
Azure Databricks ワークスペースに対して Azure とオンプレミス両方のアプリケーションから安全にアクセスする必要がある。資格情報の頻繁な更新を避け、スタッフの離職の影響を受けない認証方式はどれか？|Azure AD 管理 OAuth 2.0 トークン|マネージドアイデンティティ統合を持つサービスプリンシパル|Azure Key Vault に保存されたクライアント証明書|ローテーション付き Personal Access Token|||||B|Service Principal と Managed Identity を使用するとアプリケーション専用の ID を Azure AD に作成でき、資格情報の管理や更新が不要になる。ユーザーアカウントに依存しないためスタッフ退職の影響も受けず、安全でスケーラブルな認証を実現できる。|Azure Identity|Azure::Databricks Azure::Identity Azure::ManagedIdentity Cloud::Authentication
Azureでホストされているマイクロサービスベースのアプリケーション向けCI/CDパイプラインを設計する。各コードリポジトリの変更ごとに独立して自動デプロイし、自動テストと失敗時のロールバック機能を実装したい。最適なAzureサービスの組み合わせはどれか。|CI/CD用Azure DevOpsパイプライン、オーケストレーション用Azure Kubernetes Service、およびモニタリング用Azure Monitor|Azure Logic Apps、Azure Functions、およびAzure Blob Storage|Azure App Service、Azure DevOps Repos、およびAzure Application Insights|Azure Container Instances、Azure DevOps Boards、およびAzure Key Vault|||||A|Azure DevOps Pipelinesはコード変更時のビルド・テスト・デプロイを自動化できるCI/CDサービスである。AKSはKubernetesベースのコンテナオーケストレーション環境であり、マイクロサービスの独立デプロイやローリングアップデート、ロールバックを実現できる。Azure Monitorはアプリケーションやインフラの監視とアラートを提供する。これらを組み合わせることで信頼性の高いCI/CDパイプラインを構築できる。BはCI/CD基盤ではなくワークフローやサーバーレス用途、Cはコンテナオーケストレーションが不足、DはCI/CD機能が不足している。|Microsoft Learn / Azure Architecture Patterns|Azure::DevOps;Azure::AKS;Azure::Monitor;Cloud::CI-CD;Cloud::Microservices
オンプレミスのVMware環境で数百台の仮想マシンを運用しており、これらをAzureへ移行する計画がある。VMサイズや利用率は大きく異なり、Azureリソースの適切なサイズ推奨とコスト見積もりを行いながら管理オーバーヘッドを最小化したい。移行の計画と実行に最適なAzureサービスはどれか。|Azure Discovery and Assessment（Azure Migrate）|Azure AdvisorによるVMサイジング推奨|VMwareからAzureへのレプリケーション用Azure Site Recovery|Azureコスト管理と価格計算ツール|||||A|Azure MigrateのDiscovery and Assessmentはオンプレミス環境のVMを自動検出し、依存関係を分析し、Azure VMサイズの推奨とコスト見積もりを提供する。これによりVMware環境からAzureへの大規模移行を効率的に計画できる。Azure AdvisorはAzureリソース向け最適化ツールでありオンプレミス分析はできない。Azure Site Recoveryは主にディザスタリカバリーやレプリケーション用途であり移行評価機能が不足する。Azureコスト管理はコスト監視ツールであり移行計画には適していない。|Microsoft Learn|Azure::Migrate;Azure::Migration;Azure::VMware;Cloud::Migration;Cloud::Assessment
複数のAzureリージョンに展開されるグローバルなeコマースアプリケーションを設計する。ユーザーの地理的位置やリアルタイムパフォーマンスに基づくトラフィックルーティング、Web脆弱性からの保護、リージョン障害時のフェールオーバー、自動スケーリングが必要である。最適なAzureサービスの組み合わせはどれか。|Azure Front Door と Autoscale を備えた Azure Application Gateway|Azure Traffic Manager と Azure Application Gateway および Azure Security Center|Azure Load Balancer と Azure CDN および Azure Monitor|Azure Front Door と Azure Application Gateway および Azure Policy|||||A|Azure Front DoorはグローバルHTTPロードバランサーであり、ユーザーの地理的位置やバックエンドのパフォーマンスに基づいてトラフィックをルーティングできる。またWAF統合と自動フェールオーバーを提供する。Azure Application Gatewayはレイヤー7ロードバランシング、URLルーティング、セッション管理、WAF機能を提供し、Autoscaleによってトラフィック変動にも対応できる。Traffic ManagerはDNSベースでアプリケーション層セキュリティが不足し、Load BalancerはL4で高度なルーティングができない。Azure Policyはガバナンスツールでありトラフィック管理機能を提供しない。|Microsoft Learn|Azure::FrontDoor;Azure::ApplicationGateway;Azure::WAF;Cloud::Architecture;Cloud::HighAvailability
Azure上のマルチテナントアプリケーションは50個のSQLデータベース（各10GB〜50GB）で構成されている。アプリケーションには99.99%の高可用性、ワークロード変動に対応する自動スケーリング、コスト効率が求められる。この要件を満たす最適なソリューションはどれか。|Azure SQL Database Elastic Pool|Azure SQL Database Hyperscale|Azure VM上のSQL Server（Autoscale付き）|Azure Cosmos DB（SQL API）|||||A|Azure SQL Database Elastic Poolは複数のデータベースが共有リソースプール（DTUまたはvCore）を利用する仕組みであり、マルチテナントアプリケーションに最適である。各データベースのワークロードが異なる場合でも、プール内のリソースを動的に利用できるためコスト効率が高い。またAzure SQL Databaseは組み込み高可用性を提供し99.99%のSLAを満たす。Hyperscaleは巨大単一データベース向け、SQL Server on VMは管理負担が大きく、Cosmos DBはNoSQLでありSQL Serverワークロードには適していない。|Microsoft Learn|Azure::SQLDatabase;Azure::ElasticPool;Database::Relational;Cloud::MultiTenant;Cloud::CostOptimization
Azure上にApp3というWebアプリを展開し、Azure Key Vaultに保存された機密シークレットを実行時に取得する必要がある。アプリケーションはハードコードされた認証情報を使用せずに安全にKey Vaultへアクセスする必要がある。この要件を満たす最適な方法はどれか。|システム割り当てマネージドID|Contributor権限を持つサービスプリンシパル|共有アクセス署名（SAS）トークン|Azure Policyによるアクセス強制|||||A|System-assigned Managed IdentityはAzureリソースに自動的にIDを割り当て、Azure ADを通じてKey Vaultなどのサービスに安全にアクセスできる仕組みである。アプリケーションコードに認証情報を保存する必要がなく、資格情報はAzureによって自動管理される。サービスプリンシパルはシークレット管理が必要であり、SASトークンはAzure Storage向けでKey Vaultには使用できない。Azure Policyはガバナンスツールであり認証機能を提供しない。|Microsoft Learn|Azure::KeyVault;Azure::ManagedIdentity;Security::IAM;Cloud::SecretsManagement
世界中のユーザー向けに低遅延アクセスを提供するマルチリージョンWebアプリケーションを設計する。トラフィックはユーザーに最も近いリージョンへ自動的にルーティングされ、高可用性も確保する必要がある。この要件を満たすAzureサービスはどれか。|Azure Traffic Manager（複数リージョンのエンドポイント構成）|単一のグローバルロードバランサー|Azure CDNでコンテンツをキャッシュ|Azure Application Gatewayの地域ルーティング|||||A|Azure Traffic ManagerはDNSベースのグローバルトラフィックルーティングサービスであり、ユーザーの地理的位置やパフォーマンスに基づいて最適なリージョンへトラフィックを誘導できる。またエンドポイントのヘルスチェックと自動フェールオーバー機能を提供するため高可用性も確保できる。Load Balancerはリージョン内負荷分散、CDNは静的コンテンツ配信、Application Gatewayは主にリージョン内のL7ロードバランサーでありグローバルルーティングには適さない。|Microsoft Learn|Azure::TrafficManager;Cloud::GlobalLoadBalancing;Cloud::HighAvailability;Cloud::MultiRegion
低遅延アクセスと自動フェールオーバーを必要とするグローバルeコマースアプリケーションを設計する。ユーザーの地理的位置に基づいてトラフィックをルーティングし、リージョン障害時のダウンタイムを最小化する必要がある。最適なAzureサービスの組み合わせはどれか。|Azure Front Door と Azure Traffic Manager|各リージョンのAzure Load Balancerと単一DNS|Azure API Management と Azure CDN|Azure Application Gateway と Azure Site Recovery|||||A|Azure Front DoorはグローバルHTTPロードバランサーであり、ユーザーの位置やパフォーマンスに基づいて最適なバックエンドへトラフィックをルーティングできる。またヘルスチェック機能を提供する。Azure Traffic ManagerはDNSベースのトラフィック管理サービスであり、リージョン障害時に自動フェールオーバーを実行できる。Load BalancerやApplication Gatewayは主にリージョン内負荷分散であり、API ManagementやCDNはトラフィックルーティング用途ではない。|Microsoft Learn|Azure::FrontDoor;Azure::TrafficManager;Cloud::HighAvailability;Cloud::GlobalRouting
Azureサブスクリプション内のすべてのリソースが特定のタグ要件に準拠していることを確認する必要がある。既存の非準拠リソースのレポートを生成し、将来タグがないリソースの作成を防止したい。どのAzure Policy効果の組み合わせを使用すべきか。|既存リソースのAuditと新規リソースのDeny|既存リソースのAppendと新規リソースのModify|既存リソースのAuditと新規リソースのAppend|既存リソースのDenyと新規リソースのAllow|||||A|Auditは既存リソースを評価してポリシー違反をレポートする効果であり、既存リソースのコンプライアンス確認に適している。Denyはポリシー条件を満たさないリソースの作成や更新をブロックするため、新しいリソースがタグ要件を満たすよう強制できる。Appendはタグを追加するだけで違反作成を防げず、既存リソースにDenyを適用することはできない。|Microsoft Learn|Azure::Policy;Azure::Governance;Cloud::Compliance;Cloud::Tagging
Azure Blob Storageに保存されたWebアクセスログを毎月Azure SQL Databaseへ自動的にアップロードする必要がある。管理作業を最小化し、スムーズなデータ転送を実現するにはどのサービスを使用すべきか。|AzCopy|Azure Data Factory|Data Migration Assistant|Azure Logic Apps（カスタムコネクタ）|||||B|Azure Data Factoryはクラウドベースのデータ統合サービスであり、Blob StorageからAzure SQL Databaseへのデータ転送を自動化するデータパイプラインを作成できる。スケジュールトリガーにより月次処理を自動化でき、監視機能も提供するため管理負担を最小化できる。AzCopyは手動コピー用ツール、Data Migration Assistantはデータベース移行ツール、Logic Appsは大規模データ転送には適していない。|Microsoft Learn|Azure::DataFactory;Azure::BlobStorage;Azure::SQLDatabase;Cloud::DataIntegration;Cloud::ETL
Azureリソース管理の包括的なソリューションを構築する必要がある。ソリューションは自動化、複雑なワークフローのオーケストレーション、外部システムとの統合をサポートし、さらにバージョン管理、テスト、構成のロールバック機能も必要である。最適なサービスの組み合わせはどれか。|Azure DevOps と ARM テンプレート|Azure Functions と Azure Logic Apps|Azure Automation と Runbooks|Azure Blueprints と Azure Policy|||||A|Azure DevOpsはGitベースのバージョン管理、CI/CDパイプライン、テスト、自動デプロイを提供するDevOpsプラットフォームである。ARMテンプレートはInfrastructure as Code（IaC）としてAzureリソース構成を宣言的に定義できる。これらを組み合わせることで、Azureリソースの自動化、ワークフロー管理、バージョン管理、テスト、ロールバックを含む包括的な管理ソリューションを実装できる。|Microsoft Learn|Azure::DevOps;Azure::ARM;Cloud::InfrastructureAsCode;Cloud::CI-CD
オンプレミスのActive DirectoryとAzure Active Directoryを統合し、既存のオンプレミス認証情報を使用してAzureリソースにサインインできるようにする必要がある。どのAzureサービスを使用すべきか。|Azure AD Domain Services|Azure AD Connect|Azure AD B2C|Azure AD Pass-through Authentication|||||B|Azure AD ConnectはオンプレミスActive DirectoryとAzure Active Directoryを同期するツールであり、ユーザーアカウント、グループ、パスワードハッシュなどをAzure ADへ同期できる。これによりユーザーは既存の認証情報でAzureリソースへサインインできる。Azure AD Domain Servicesはマネージドドメイン機能、Azure AD B2Cは外部ユーザー向け認証、Pass-through Authenticationは認証方式の一つでありディレクトリ同期ツールではない。|Microsoft Learn|Azure::ADConnect;Azure::EntraID;Security::IdentityManagement;Cloud::HybridIdentity
データ損失なしのフェイルオーバーとゾーン障害時の継続利用を必要とする高可用性Azure SQL Databaseソリューションを設計する必要がある。コストも可能な限り最小化したい。どのサービス層を選択すべきか。|Azure SQL Database Serverless|Azure SQL Database Business Critical|Azure SQL Database Premium|Azure SQL Database Basic|||||B|Business CriticalはAlways On可用性グループを使用した同期レプリケーションを提供し、フェイルオーバー時のデータ損失を防ぐ。また可用性ゾーンにレプリカを配置できるためゾーン障害にも対応できる。Serverlessはコスト最適化モデルで高可用性用途には不向き、Premiumは高性能だがコスト効率が低い場合があり、Basicは高可用性機能を提供しない。|Microsoft Learn|Azure::SQLDatabase;Azure::BusinessCritical;Cloud::HighAvailability;Cloud::Failover
複数のAzureリージョンでAKSを使用したマイクロサービスアーキテクチャを運用している。コンテナイメージの自動リージョン複製、きめ細かなアクセス制御、セキュリティ統合、イメージバージョン管理を実現する必要がある。どのAzureサービスを使用すべきか。|Azure Active Directory統合およびジオレプリケーション対応のAzure Container Registry|Azure Blob Storage（ライフサイクル管理付き）|Azure App Serviceのコンテナデプロイ機能|Azure DevOps Artifacts|||||A|Azure Container Registry（ACR）はコンテナイメージ専用レジストリであり、ジオレプリケーションにより複数リージョンにイメージを自動複製できる。またAzure Entra ID（Azure AD）と統合したRBACによるアクセス制御、イメージタグによるバージョン管理、セキュリティスキャンなどを提供するため、AKSベースのマイクロサービス環境に最適である。|Microsoft Learn|Azure::ContainerRegistry;Azure::AKS;Cloud::Containers;Cloud::Microservices;Cloud::MultiRegion
